# emoji-sequences.txt
# Date: 2019-10-12, 21:18:36 GMT
# © 2019 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 12.1
#
# For documentation and usage, see http://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments 
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following: 
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       Emoji_Flag_Sequence
#       Emoji_Tag_Sequence
#       Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji              ; watch                                                          # E2.0   [2] (⌚..⌛)
1F1F5 1F1F2   ; Emoji_Flag_Sequence      ; flag: St. Pierre & Miquelon                                    # E2.0   [1] (🇵🇲)
1F1F5 1F1F3   ; Emoji_Flag_Sequence      ; flag: Pitcairn Islands                                         # E2.0   [1] (🇵🇳)
1F1F5 1F1F7   ; Emoji_Flag_Sequence      ; flag: Puerto Rico                                              # E2.0   [1] (🇵🇷)
1F1F5 1F1F8   ; Emoji_Flag_Sequence      ; flag: Palestinian Territories                                  # E2.0   [1] (🇵🇸)
1F1F5 1F1F9   ; Emoji_Flag_Sequence      ; flag: Portugal                                                 # E2.0   [1] (🇵🇹)
1F1F5 1F1FC   ; Emoji_Flag_Sequence      ; flag: Palau                                                    # E2.0   [1] (🇵🇼)
1F1F5 1F1FE   ; Emoji_Flag_Sequence      ; flag: Paraguay                                                 # E2.0   [1] (🇵🇾)
1F1F6 1F1E6   ; Emoji_Flag_Sequence      ; flag: Qatar                                                    # E2.0   [1] (🇶🇦)
1F1F7 1F1EA   ; Emoji_Flag_Sequence      ; flag: Réunion                                                  # E2.0   [1] (🇷🇪)
1F1F7 1F1F4   ; Emoji_Flag_Sequence      ; flag: Romania                                                  # E2.0   [1] (🇷🇴)
1F1F7 1F1F8   ; Emoji_Flag_Sequence      ; flag: Serbia                                                   # E2.0   [1] (🇷🇸)
1F1F7 1F1FA   ; Emoji_Flag_Sequence      ; flag: Russia                                                   # E2.0   [1] (🇷🇺)
1F1F7 1F1FC   ; Emoji_Flag_Sequence      ; flag: Rwanda                                                   # E2.0   [1] (🇷🇼)
1F1F8 1F1E6   ; Emoji_Flag_Sequence      ; flag: Saudi Arabia                                             # E2.0   [1] (🇸🇦)
1F1F8 1F1E7   ; Emoji_Flag_Sequence      ; flag: Solomon Islands                                          # E2.0   [1] (🇸🇧)
1F1F8 1F1E8   ; Emoji_Flag_Sequence      ; flag: Seychelles                                               # E2.0   [1] (🇸🇨)
1F1F8 1F1E9   ; Emoji_Flag_Sequence      ; flag: Sudan                                                    # E2.0   [1] (🇸🇩)
1F1F8 1F1EA   ; Emoji_Flag_Sequence      ; flag: Sweden                                                   # E2.0   [1] (🇸🇪)
1F1F8 1F1EC   ; Emoji_Flag_Sequence      ; flag: Singapore                                                # E2.0   [1] (🇸🇬)
1F1F8 1F1ED   ; Emoji_Flag_Sequence      ; flag: St. Helena                                               # E2.0   [1] (🇸🇭)
1F1F8 1F1EE   ; Emoji_Flag_Sequence      ; flag: Slovenia                                                 # E2.0   [1] (🇸🇮)
1F1F8 1F1EF   ; Emoji_Flag_Sequence      ; flag: Svalbard & Jan Mayen                                     # E2.0   [1] (🇸🇯)
1F1F8 1F1F0   ; Emoji_Flag_Sequence      ; flag: Slovakia                                                 # E2.0   [1] (🇸🇰)
1F1F8 1F1F1   ; Emoji_Flag_Sequence      ; flag: Sierra Leone                                             # E2.0   [1] (🇸🇱)
1F1F8 1F1F2   ; Emoji_Flag_Sequence      ; flag: San Marino                                               # E2.0   [1] (🇸🇲)
1F1F8 1F1F3   ; Emoji_Flag_Sequence      ; flag: Senegal                                                  # E2.0   [1] (🇸🇳)
1F1F8 1F1F4   ; Emoji_Flag_Sequence      ; flag: Somalia                                                  # E2.0   [1] (🇸🇴)
1F1F8 1F1F7   ; Emoji_Flag_Sequence      ; flag: Suriname                                                 # E2.0   [1] (🇸🇷)
1F1F8 1F1F8   ; Emoji_Flag_Sequence      ; flag: South Sudan                                              # E2.0   [1] (🇸🇸)
1F1F8 1F1F9   ; Emoji_Flag_Sequence      ; flag: São Tomé & Príncipe                                      # E2.0   [1] (🇸🇹)
1F1F8 1F1FB   ; Emoji_Flag_Sequence      ; flag: El Salvador                                              # E2.0   [1] (🇸🇻)
1F1F8 1F1FD   ; Emoji_Flag_Sequence      ; flag: Sint Maarten                                             # E2.0   [1] (🇸🇽)
1F1F8 1F1FE   ; Emoji_Flag_Sequence      ; flag: Syria                                                    # E2.0   [1] (🇸🇾)
1F1F8 1F1FF   ; Emoji_Flag_Sequence      ; flag: Eswatini                                                 # E2.0   [1] (🇸🇿)
1F1F9 1F1E6   ; Emoji_Flag_Sequence      ; flag: Tristan da Cunha                                         # E2.0   [1] (🇹🇦)
1F1F9 1F1E8   ; Emoji_Flag_Sequence      ; flag: Turks & Caicos Islands                                   # E2.0   [1] (🇹🇨)
1F1F9 1F1E9   ; Emoji_Flag_Sequence      ; flag: Chad                                                     # E2.0   [1] (🇹🇩)
1F1F9 1F1EB   ; Emoji_Flag_Sequence      ; flag: French Southern Territories                              # E2.0   [1] (🇹🇫)
1F1F9 1F1EC   ; Emoji_Flag_Sequence      ; flag: Togo                                                     # E2.0   [1] (🇹🇬)
1F1F9 1F1ED   ; Emoji_Flag_Sequence      ; flag: Thailand                                                 # E2.0   [1] (🇹🇭)
1F1F9 1F1EF   ; Emoji_Flag_Sequence      ; flag: Tajikistan                                               # E2.0   [1] (🇹🇯)
1F1F9 1F1F0   ; Emoji_Flag_Sequence      ; flag: Tokelau                                                  # E2.0   [1] (🇹🇰)
1F1F9 1F1F1   ; Emoji_Flag_Sequence      ; flag: Timor-Leste                                              # E2.0   [1] (🇹🇱)
1F1F9 1F1F2   ; Emoji_Flag_Sequence      ; flag: Turkmenistan                                             # E2.0   [1] (🇹🇲)
1F1F9 1F1F3   ; Emoji_Flag_Sequence      ; flag: Tunisia                                                  # E2.0   [1] (🇹🇳)
1F1F9 1F1F4   ; Emoji_Flag_Sequence      ; flag: Tonga                                                    # E2.0   [1] (🇹🇴)
1F1F9 1F1F7   ; Emoji_Flag_Sequence      ; flag: Turkey                                                   # E2.0   [1] (🇹🇷)
1F1F9 1F1F9   ; Emoji_Flag_Sequence      ; flag: Trinidad & Tobago                                        # E2.0   [1] (🇹🇹)
1F1F9 1F1FB   ; Emoji_Flag_Sequence      ; flag: Tuvalu                                                   # E2.0   [1] (🇹🇻)
1F1F9 1F1FC   ; Emoji_Flag_Sequence      ; flag: Taiwan                                                   # E2.0   [1] (🇹🇼)
1F1F9 1F1FF   ; Emoji_Flag_Sequence      ; flag: Tanzania                                                 # E2.0   [1] (🇹🇿)
1F1FA 1F1E6   ; Emoji_Flag_Sequence      ; flag: Ukraine                                                  # E2.0   [1] (🇺🇦)
1F1FA 1F1EC   ; Emoji_Flag_Sequence      ; flag: Uganda                                                   # E2.0   [1] (🇺🇬)
1F1FA 1F1F2   ; Emoji_Flag_Sequence      ; flag: U.S. Outlying Islands                                    # E2.0   [1] (🇺🇲)
1F1FA 1F1F3   ; Emoji_Flag_Sequence      ; flag: United Nations                                           # E4.0   [1] (🇺🇳)
1F1FA 1F1F8   ; Emoji_Flag_Sequence      ; flag: United States                                            # E2.0   [1] (🇺🇸)
1F1FA 1F1FE   ; Emoji_Flag_Sequence      ; flag: Uruguay                                                  # E2.0   [1] (🇺🇾)
1F1FA 1F1FF   ; Emoji_Flag_Sequence      ; flag: Uzbekistan                                               # E2.0   [1] (🇺🇿)
1F1FB 1F1E6   ; Emoji_Flag_Sequence      ; flag: Vatican City                                             # E2.0   [1] (🇻🇦)
1F1FB 1F1E8   ; Emoji_Flag_Sequence      ; flag: St. Vincent & Grenadines                                 # E2.0   [1] (🇻🇨)
1F1FB 1F1EA   ; Emoji_Flag_Sequence      ; flag: Venezuela                                                # E2.0   [1] (🇻🇪)
1F1FB 1F1EC   ; Emoji_Flag_Sequence      ; flag: British Virgin Islands                                   # E2.0   [1] (🇻🇬)
1F1FB 1F1EE   ; Emoji_Flag_Sequence      ; flag: U.S. Virgin Islands                                      # E2.0   [1] (🇻🇮)
1F1FB 1F1F3   ; Emoji_Flag_Sequence      ; flag: Vietnam                                                  # E2.0   [1] (🇻🇳)
1F1FB 1F1FA   ; Emoji_Flag_Sequence      ; flag: Vanuatu                                                  # E2.0   [1] (🇻🇺)
1F1FC 1F1EB   ; Emoji_Flag_Sequence      ; flag: Wallis & Futuna                                          # E2.0   [1] (🇼🇫)
1F1FC 1F1F8   ; Emoji_Flag_Sequence      ; flag: Samoa                                                    # E2.0   [1] (🇼🇸)
1F1FD 1F1F0   ; Emoji_Flag_Sequence      ; flag: Kosovo                                                   # E2.0   [1] (🇽🇰)
1F1FE 1F1EA   ; Emoji_Flag_Sequence      ; flag: Yemen                                                    # E2.0   [1] (🇾🇪)
1F1FE 1F1F9   ; Emoji_Flag_Sequence      ; flag: Mayotte                                                  # E2.0   [1] (🇾🇹)
1F1FF 1F1E6   ; Emoji_Flag_Sequence      ; flag: South Africa                                             # E2.0   [1] (🇿🇦)
1F1FF 1F1F2   ; Emoji_Flag_Sequence      ; flag: Zambia                                                   # E2.0   [1] (🇿🇲)
1F1FF 1F1FC   ; Emoji_Flag_Sequence      ; flag: Zimbabwe                                                 # E2.0   [1] (🇿🇼)

# Total elements: 258

# ================================================

# Emoji_Tag_Sequence: See Annex C of TR51 for more information.

1F3F4 E0067 E0062 E0065 E006E E0067 E007F; Emoji_Tag_Sequence; flag: England                              # E5.0   [1] (🏴󠁧󠁢󠁥󠁮󠁧󠁿)
1F3F4 E0067 E0062 E0073 E0063 E0074 E007F; Emoji_Tag_Sequence; flag: Scotland                             # E5.0   [1] (🏴󠁧󠁢󠁳󠁣󠁴󠁿)
1F3F4 E0067 E0062 E0077 E006C E0073 E007F; Emoji_Tag_Sequence; flag: Wales                                # E5.0   [1] (🏴󠁧󠁢󠁷󠁬󠁳󠁿)

# Total elements: 3

# ================================================

# Emoji_Modifier_Sequence

261D 1F3FB    ; Emoji_Modifier_Sequence  ; index pointing up: light skin tone                             # E2.0   [1] (☝🏻)
261D 1F3FC    ; Emoji_Modifier_Sequence  ; index pointing up: medium-light skin tone                      # E2.0   [1] (☝🏼)
261D 1F3FD    ; Emoji_Modifier_Sequence  ; index pointing up: medium skin tone                            # E2.0   [1] (☝🏽)
261D 1F3FE    ; Emoji_Modifier_Sequence  ; index pointing up: medium-dark skin tone                       # E2.0   [1] (☝🏾)
261D 1F3FF    ; Emoji_Modifier_Sequence  ; index pointing up: dark skin tone                              # E2.0   [1] (☝🏿)
26F9 1F3FB    ; Emoji_Modifier_Sequence  ; person bouncing ball: light skin tone                          # E2.0   [1] (⛹🏻)
26F9 1F3FC    ; Emoji_Modifier_Sequence  ; person bouncing ball: medium-light skin tone                   # E2.0   [1] (⛹🏼)
26F9 1F3FD    ; Emoji_Modifier_Sequence  ; person bouncing ball: medium skin tone                         # E2.0   [1] (⛹🏽)
26F9 1F3FE    ; Emoji_Modifier_Sequence  ; person bouncing ball: medium-dark skin tone                    # E2.0   [1] (⛹🏾)
26F9 1F3FF    ; Emoji_Modifier_Sequence  ; person bouncing ball: dark skin tone                           # E2.0   [1] (⛹🏿)
270A 1F3FB    ; Emoji_Modifier_Sequence  ; raised fist: light skin tone                                   # E2.0   [1] (✊🏻)
270A 1F3FC    ; Emoji_Modifier_Sequence  ; raised fist: medium-light skin tone                            # E2.0   [1] (✊🏼)
270A 1F3FD    ; Emoji_Modifier_Sequence  ; raised fist: medium skin tone                                  # E2.0   [1] (✊🏽)
270A 1F3FE    ; Emoji_Modifier_Sequence  ; raised fist: medium-dark skin tone                             # E2.0   [1] (✊🏾)
270A 1F3FF    ; Emoji_Modifier_Sequence  ; raised fist: dark skin tone                                    # E2.0   [1] (✊🏿)
270B 1F3FB    ; Emoji_Modifier_Sequence  ; raised hand: light skin tone                                   # E2.0   [1] (✋🏻)
270B 1F3FC    ; Emoji_Modifier_Sequence  ; raised hand: medium-light skin tone                            # E2.0   [1] (✋🏼)
270B 1F3FD    ; Emoji_Modifier_Sequence  ; raised hand: medium skin tone                                  # E2.0   [1] (✋🏽)
270B 1F3FE    ; Emoji_Modifier_Sequence  ; raised hand: medium-dark skin tone                             # E2.0   [1] (✋🏾)
270B 1F3FF    ; Emoji_Modifier_Sequence  ; raised hand: dark skin tone                                    # E2.0   [1] (✋🏿)
270C 1F3FB    ; Emoji_Modifier_Sequence  ; victory hand: light skin tone                                  # E2.0   [1] (✌🏻)
270C 1F3FC    ; Emoji_Modifier_Sequence  ; victory hand: medium-light skin tone                           # E2.0   [1] (✌🏼)
270C 1F3FD    ; Emoji_Modifier_Sequence  ; victory hand: medium skin tone                                 # E2.0   [1] (✌🏽)
270C 1F3FE    ; Emoji_Modifier_Sequence  ; victory hand: medium-dark skin tone                            # E2.0   [1] (✌🏾)
270C 1F3FF    ; Emoji_Modifier_Sequence  ; victory hand: dark skin tone                                   # E2.0   [1] (✌🏿)
270D 1F3FB    ; Emoji_Modifier_Sequence  ; writing hand: light skin tone                                  # E2.0   [1] (✍🏻)
270D 1F3FC    ; Emoji_Modifier_Sequence  ; writing hand: medium-light skin tone                           # E2.0   [1] (✍🏼)
270D 1F3FD    ; Emoji_Modifier_Sequence  ; writing hand: medium skin tone                                 # E2.0   [1] (✍🏽)
270D 1F3FE    ; Emoji_Modifier_Sequence  ; writing hand: medium-dark skin tone                            # E2.0   [1] (✍🏾)
270D 1F3FF    ; Emoji_Modifier_Sequence  ; writing hand: dark skin tone                                   # E2.0   [1] (✍🏿)
1F385 1F3FB   ; Emoji_Modifier_Sequence  ; Santa Claus: light skin tone                                   # E2.0   [1] (🎅🏻)
1F385 1F3FC   ; Emoji_Modifier_Sequence  ; Santa Claus: medium-light skin tone                            # E2.0   [1] (🎅🏼)
1F385 1F3FD   ; Emoji_Modifier_Sequence  ; Santa Claus: medium skin tone                                  # E2.0   [1] (🎅🏽)
1F385 1F3FE   ; Emoji_Modifier_Sequence  ; Santa Claus: medium-dark skin tone                             # E2.0   [1] (🎅🏾)
1F385 1F3FF   ; Emoji_Modifier_Sequence  ; Santa Claus: dark skin tone                                    # E2.0   [1] (🎅🏿)
1F3C2 1F3FB   ; Emoji_Modifier_Sequence  ; snowboarder: light skin tone                                   # E4.0   [1] (🏂🏻)
1F3C2 1F3FC   ; Emoji_Modifier_Sequence  ; snowboarder: medium-light skin tone                            # E4.0   [1] (🏂🏼)
1F3C2 1F3FD   ; Emoji_Modifier_Sequence  ; snowboarder: medium skin tone                                  # E4.0   [1] (🏂🏽)
1F3C2 1F3FE   ; Emoji_Modifier_Sequence  ; snowboarder: medium-dark skin tone                             # E4.0   [1] (🏂🏾)
1F3C2 1F3FF   ; Emoji_Modifier_Sequence  ; snowboarder: dark skin tone                                    # E4.0   [1] (🏂🏿)
1F3C3 1F3FB   ; Emoji_Modifier_Sequence  ; person running: light skin tone                                # E2.0   [1] (🏃🏻)
1F3C3 1F3FC   ; Emoji_Modifier_Sequence  ; person running: medium-light skin tone                         # E2.0   [1] (🏃🏼)
1F3C3 1F3FD   ; Emoji_Modifier_Sequence  ; person running: medium skin tone                               # E2.0   [1] (🏃🏽)
1F3C3 1F3FE   ; Emoji_Modifier_Sequence  ; person running: medium-dark skin tone                          # E2.0   [1] (🏃🏾)
1F3C3 1F3FF   ; Emoji_Modifier_Sequence  ; person running: dark skin tone                                 # E2.0   [1] (🏃🏿)
1F3C4 1F3FB   ; Emoji_Modifier_Sequence  ; person surfing: light skin tone                                # E2.0   [1] (🏄🏻)
1F3C4 1F3FC   ; Emoji_Modifier_Sequence  ; person surfing: medium-light skin tone                         # E2.0   [1] (🏄🏼)
1F3C4 1F3FD   ; Emoji_Modifier_Sequence  ; person surfing: medium skin tone                               # E2.0   [1] (🏄🏽)
1F3C4 1F3FE   ; Emoji_Modifier_Sequence  ; person surfing: medium-dark skin tone                          # E2.0   [1] (🏄🏾)
1F3C4 1F3FF   ; Emoji_Modifier_Sequence  ; person surfing: dark skin tone                                 # E2.0   [1] (🏄🏿)
1F3C7 1F3FB   ; Emoji_Modifier_Sequence  ; horse racing: light skin tone                                  # E4.0   [1] (🏇🏻)
1F3C7 1F3FC   ; Emoji_Modifier_Sequence  ; horse racing: medium-light skin tone                           # E4.0   [1] (🏇🏼)
1F3C7 1F3FD   ; Emoji_Modifier_Sequence  ; horse racing: medium skin tone                                 # E4.0   [1] (🏇🏽)
1F3C7 1F3FE   ; Emoji_Modifier_Sequence  ; horse racing: medium-dark skin tone                            # E4.0   [1] (🏇🏾)
1F3C7 1F3FF   ; Emoji_Modifier_Sequence  ; horse racing: dark skin tone                                   # E4.0   [1] (🏇🏿)
1F3CA 1F3FB   ; Emoji_Modifier_Sequence  ; person swimming: light skin tone                               # E2.0   [1] (🏊🏻)
1F3CA 1F3FC   ; Emoji_Modifier_Sequence  ; person swimming: medium-light skin tone                        # E2.0   [1] (🏊🏼)
1F3CA 1F3FD   ; Emoji_Modifier_Sequence  ; person swimming: medium skin tone                              # E2.0   [1] (🏊🏽)
1F3CA 1F3FE   ; Emoji_Modifier_Sequence  ; person swimming: medium-dark skin tone                         # E2.0   [1] (🏊🏾)
1F3CA 1F3FF   ; Emoji_Modifier_Sequence  ; person swimming: dark skin tone                                # E2.0   [1] (🏊🏿)
1F3CB 1F3FB   ; Emoji_Modifier_Sequence  ; person lifting weights: light skin tone                        # E2.0   [1] (🏋🏻)
1F3CB 1F3FC   ; Emoji_Modifier_Sequence  ; person lifting weights: medium-light skin tone                 # E2.0   [1] (🏋🏼)
1F3CB 1F3FD   ; Emoji_Modifier_Sequence  ; person lifting weights: medium skin tone                       # E2.0   [1] (🏋🏽)
1F3CB 1F3FE   ; Emoji_Modifier_Sequence  ; person lifting weights: medium-dark skin tone                  # E2.0   [1] (🏋🏾)
1F3CB 1F3FF   ; Emoji_Modifier_Sequence  ; person lifting weights: dark skin tone                         # E2.0   [1] (🏋🏿)
1F3CC 1F3FB   ; Emoji_Modifier_Sequence  ; person golfing: light skin tone                                # E4.0   [1] (🏌🏻)
1F3CC 1F3FC   ; Emoji_Modifier_Sequence  ; person golfing: medium-light skin tone                         # E4.0   [1] (🏌🏼)
1F3CC 1F3FD   ; Emoji_Modifier_Sequence  ; person golfing: medium skin tone                               # E4.0   [1] (🏌🏽)
1F3CC 1F3FE   ; Emoji_Modifier_Sequence  ; person golfing: medium-dark skin tone                          # E4.0   [1] (🏌🏾)
1F3CC 1F3FF   ; Emoji_Modifier_Sequence  ; person golfing: dark skin tone                                 # E4.0   [1] (🏌🏿)
1F442 1F3FB   ; Emoji_Modifier_Sequence  ; ear: light skin tone                                           # E2.0   [1] (👂🏻)
1F442 1F3FC   ; Emoji_Modifier_Sequence  ; ear: medium-light skin tone                                    # E2.0   [1] (👂🏼)
1F442 1F3FD   ; Emoji_Modifier_Sequence  ; ear: medium skin tone                                          # E2.0   [1] (👂🏽)
1F442 1F3FE   ; Emoji_Modifier_Sequence  ; ear: medium-dark skin tone                                     # E2.0   [1] (👂🏾)
1F442 1F3FF   ; Emoji_Modifier_Sequence  ; ear: dark skin tone                                            # E2.0   [1] (👂🏿)
1F443 1F3FB   ; Emoji_Modifier_Sequence  ; nose: light skin tone                                          # E2.0   [1] (👃🏻)
1F443 1F3FC   ; Emoji_Modifier_Sequence  ; nose: medium-light skin tone                                   # E2.0   [1] (👃🏼)
1F443 1F3FD   ; Emoji_Modifier_Sequence  ; nose: medium skin tone                                         # E2.0   [1] (👃🏽)
1F443 1F3FE   ; Emoji_Modifier_Sequence  ; nose: medium-dark skin tone                                    # E2.0   [1] (👃🏾)
1F443 1F3FF   ; Emoji_Modifier_Sequence  ; nose: dark skin tone                                           # E2.0   [1] (👃🏿)
1F446 1F3FB   ; Emoji_Modifier_Sequence  ; backhand index pointing up: light skin tone                    # E2.0   [1] (👆🏻)
1F446 1F3FC   ; Emoji_Modifier_Sequence  ; backhand index pointing up: medium-light skin tone             # E2.0   [1] (👆🏼)
1F446 1F3FD   ; Emoji_Modifier_Sequence  ; backhand index pointing up: medium skin tone                   # E2.0   [1] (👆🏽)
1F446 1F3FE   ; Emoji_Modifier_Sequence  ; backhand index pointing up: medium-dark skin tone              # E2.0   [1] (👆🏾)
1F446 1F3FF   ; Emoji_Modifier_Sequence  ; backhand index pointing up: dark skin tone                     # E2.0   [1] (👆🏿)
1F447 1F3FB   ; Emoji_Modifier_Sequence  ; backhand index pointing down: light skin tone                  # E2.0   [1] (👇🏻)
1F447 1F3FC   ; Emoji_Modifier_Sequence  ; backhand index pointing down: medium-light skin tone           # E2.0   [1] (👇🏼)
1F447 1F3FD   ; Emoji_Modifier_Sequence  ; backhand index pointing down: medium skin tone                 # E2.0   [1] (👇🏽)
1F447 1F3FE   ; Emoji_Modifier_Sequence  ; backhand index pointing down: medium-dark skin tone            # E2.0   [1] (👇🏾)
1F447 1F3FF   ; Emoji_Modifier_Sequence  ; backhand index pointing down: dark skin tone                   # E2.0   [1] (👇🏿)
1F448 1F3FB   ; Emoji_Modifier_Sequence  ; backhand index pointing left: light skin tone                  # E2.0   [1] (👈🏻)
1F448 1F3FC   ; Emoji_Modifier_Sequence  ; backhand index pointing left: medium-light skin tone           # E2.0   [1] (👈🏼)
1F448 1F3FD   ; Emoji_Modifier_Sequence  ; backhand index pointing left: medium skin tone                 # E2.0   [1] (👈🏽)
1F448 1F3FE   ; Emoji_Modifier_Sequence  ; backhand index pointing left: medium-dark skin tone            # E2.0   [1] (👈🏾)
1F448 1F3FF   ; Emoji_Modifier_Sequence  ; backhand index pointing left: dark skin tone                   # E2.0   [1] (👈🏿)
1F449 1F3FB   ; Emoji_Modifier_Sequence  ; backhand index pointing right: light skin tone                 # E2.0   [1] (👉🏻)
1F449 1F3FC   ; Emoji_Modifier_Sequence  ; backhand index pointing right: medium-light skin tone          # E2.0   [1] (👉🏼)
1F449 1F3FD   ; Emoji_Modifier_Sequence  ; backhand index pointing right: medium skin tone                # E2.0   [1] (👉🏽)
1F449 1F3FE   ; Emoji_Modifier_Sequence  ; backhand index pointing right: medium-dark skin tone           # E2.0   [1] (👉🏾)
1F449 1F3FF   ; Emoji_Modifier_Sequence  ; backhand index pointing right: dark skin tone                  # E2.0   [1] (👉🏿)
1F44A 1F3FB   ; Emoji_Modifier_Sequence  ; oncoming fist: light skin tone                                 # E2.0   [1] (👊🏻)
1F44A 1F3FC   ; Emoji_Modifier_Sequence  ; oncoming fist: medium-light skin tone                          # E2.0   [1] (👊🏼)
1F44A 1F3FD   ; Emoji_Modifier_Sequence  ; oncoming fist: medium skin tone                                # E2.0   [1] (👊🏽)
1F44A 1F3FE   ; Emoji_Modifier_Sequence  ; oncoming fist: medium-dark skin tone                           # E2.0   [1] (👊🏾)
1F44A 1F3FF   ; Emoji_Modifier_Sequence  ; oncoming fist: dark skin tone                                  # E2.0   [1] (👊🏿)
1F44B 1F3FB   ; Emoji_Modifier_Sequence  ; waving hand: light skin tone                                   # E2.0   [1] (👋🏻)
1F44B 1F3FC   ; Emoji_Modifier_Sequence  ; waving hand: medium-light skin tone                            # E2.0   [1] (👋🏼)
1F44B 1F3FD   ; Emoji_Modifier_Sequence  ; waving hand: medium skin tone                                  # E2.0   [1] (👋🏽)
1F44B 1F3FE   ; Emoji_Modifier_Sequence  ; waving hand: medium-dark skin tone                             # E2.0   [1] (👋🏾)
1F44B 1F3FF   ; Emoji_Modifier_Sequence  ; waving hand: dark skin tone                                    # E2.0   [1] (👋🏿)
1F44C 1F3FB   ; Emoji_Modifier_Sequence  ; OK hand: light skin tone                                       # E2.0   [1] (👌🏻)
1F44C 1F3FC   ; Emoji_Modifier_Sequence  ; OK hand: medium-light skin tone                                # E2.0   [1] (👌🏼)
1F44C 1F3FD   ; Emoji_Modifier_Sequence  ; OK hand: medium skin tone                                      # E2.0   [1] (👌🏽)
1F44C 1F3FE   ; Emoji_Modifier_Sequence  ; OK hand: medium-dark skin tone                                 # E2.0   [1] (👌🏾)
1F44C 1F3FF   ; Emoji_Modifier_Sequence  ; OK hand: dark skin tone                                        # E2.0   [1] (👌🏿)
1F44D 1F3FB   ; Emoji_Modifier_Sequence  ; thumbs up: light skin tone                                     # E2.0   [1] (👍🏻)
1F44D 1F3FC   ; Emoji_Modifier_Sequence  ; thumbs up: medium-light skin tone                              # E2.0   [1] (👍🏼)
1F44D 1F3FD   ; Emoji_Modifier_Sequence  ; thumbs up: medium skin tone                                    # E2.0   [1] (👍🏽)
1F44D 1F3FE   ; Emoji_Modifier_Sequence  ; thumbs up: medium-dark skin tone                               # E2.0   [1] (👍🏾)
1F44D 1F3FF   ; Emoji_Modifier_Sequence  ; thumbs up: dark skin tone                                      # E2.0   [1] (👍🏿)
1F44E 1F3FB   ; Emoji_Modifier_Sequence  ; thumbs down: light skin tone                                   # E2.0   [1] (👎🏻)
1F44E 1F3FC   ; Emoji_Modifier_Sequence  ; thumbs down: medium-light skin tone                            # E2.0   [1] (👎🏼)
1F44E 1F3FD   ; Emoji_Modifier_Sequence  ; thumbs down: medium skin tone                                  # E2.0   [1] (👎🏽)
1F44E 1F3FE   ; Emoji_Modifier_Sequence  ; thumbs down: medium-dark skin tone                             # E2.0   [1] (👎🏾)
1F44E 1F3FF   ; Emoji_Modifier_Sequence  ; thumbs down: dark skin tone                                    # E2.0   [1] (👎🏿)
1F44F 1F3FB   ; Emoji_Modifier_Sequence  ; clapping hands: light skin tone                                # E2.0   [1] (👏🏻)
1F44F 1F3FC   ; Emoji_Modifier_Sequence  ; clapping hands: medium-light skin tone                         # E2.0   [1] (👏🏼)
1F44F 1F3FD   ; Emoji_Modifier_Sequence  ; clapping hands: medium skin tone                               # E2.0   [1] (👏🏽)
1F44F 1F3FE   ; Emoji_Modifier_Sequence  ; clapping hands: medium-dark skin tone                          # E2.0   [1] (👏🏾)
1F44F 1F3FF   ; Emoji_Modifier_Sequence  ; clapping hands: dark skin tone                                 # E2.0   [1] (👏🏿)
1F450 1F3FB   ; Emoji_Modifier_Sequence  ; open hands: light skin tone                                    # E2.0   [1] (👐🏻)
1F450 1F3FC   ; Emoji_Modifier_Sequence  ; open hands: medium-light skin tone                             # E2.0   [1] (👐🏼)
1F450 1F3FD   ; Emoji_Modifier_Sequence  ; open hands: medium skin tone                                   # E2.0   [1] (👐🏽)
1F450 1F3FE   ; Emoji_Modifier_Sequence  ; open hands: medium-dark skin tone                              # E2.0   [1] (👐🏾)
1F450 1F3FF   ; Emoji_Modifier_Sequence  ; open hands: dark skin tone                                     # E2.0   [1] (👐🏿)
1F466 1F3FB   ; Emoji_Modifier_Sequence  ; boy: light skin tone                                           # E2.0   [1] (👦🏻)
1F466 1F3FC   ; Emoji_Modifier_Sequence  ; boy: medium-light skin tone                                    # E2.0   [1] (👦🏼)
1F466 1F3FD   ; Emoji_Modifier_Sequence  ; boy: medium skin tone                                          # E2.0   [1] (👦🏽)
1F466 1F3FE   ; Emoji_Modifier_Sequence  ; boy: medium-dark skin tone                                     # E2.0   [1] (👦🏾)
1F466 1F3FF   ; Emoji_Modifier_Sequence  ; boy: dark skin tone                                            # E2.0   [1] (👦🏿)
1F467 1F3FB   ; Emoji_Modifier_Sequence  ; girl: light skin tone                                          # E2.0   [1] (👧🏻)
